Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price,cpu_brand,cpu_series,touch,is_new,has_discrete_gpu,price_per_ram_gb,price_per_storage_gb,price_tier,ram_tier
"Acer ConceptD 3 CN315-72-5762 Intel Core i5-10300H/8GB/512GB SSD/15.6""",New,Acer,ConceptD,Intel Core i5,8,512,SSD,Integrated,15.6,No,1121.0,Intel,Core i5,0,1,0,140.12,2.1895,High-end,Low (<=8GB)
"Acer ConceptD 3 CN315-72G Intel Core i5-10300H/8GB/512GB SSD/GTX 1650/15.6""",New,Acer,ConceptD,Intel Core i5,8,512,SSD,GTX 1650,15.6,No,1349.0,Intel,Core i5,0,1,1,168.62,2.6348,High-end,Low (<=8GB)
"Acer ConceptD 3 Ezel CC314-73G-73NV Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/14"" Táctil",New,Acer,ConceptD,Intel Core i7,16,512,SSD,RTX 3050,14.0,Yes,2461.21,Intel,Core i7,1,1,1,153.83,4.8071,Premium,Mid (16GB)
"Acer ConceptD 3 Ezel Pro CC314-73P-7407 Intel Core i7-11800H/16GB/1TB SSD/T1200/14"" Táctil",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,Yes,2516.82,Intel,Core i7,1,1,1,157.3,2.5168,Premium,Mid (16GB)
"Acer ConceptD 3 Pro CN314-73P-73M6 Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,No,2119.0,Intel,Core i7,0,1,1,132.44,2.119,Premium,Mid (16GB)
"Acer Enduro EN715-51W Intel Core i5-8250U/8GB/512GB SSD/15.6""",New,Acer,Enduro,Intel Core i5,8,512,SSD,Integrated,15.6,No,3442.0,Intel,Core i5,0,1,0,430.25,6.7227,Premium,Low (<=8GB)
"Acer Extensa 15 EX215-22 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 3,8,256,SSD,Integrated,15.6,No,371.0,AMD,Ryzen 3,0,1,0,46.38,1.4492,Budget,Low (<=8GB)
"Acer Extensa 15 EX215-22-R32C AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,491.13,AMD,Ryzen 5,0,1,0,61.39,0.9592,Budget,Low (<=8GB)
"Acer Extensa 15 EX215-22-R6F9 AMD Ryzen 5 3500U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 5,8,256,SSD,Integrated,15.6,No,473.0,AMD,Ryzen 5,0,1,0,59.12,1.8477,Budget,Low (<=8GB)
"Acer Extensa 15 EX215-22-R7D2 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 3,8,256,SSD,Integrated,15.6,No,479.0,AMD,Ryzen 3,0,1,0,59.88,1.8711,Budget,Low (<=8GB)
"Acer Extensa 15 EX215-52-330L Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,SSD,Integrated,15.6,No,616.33,Intel,Core i3,0,1,0,77.04,2.4075,Mid-range,Low (<=8GB)
"Acer Extensa 15 EX215-52-519J Intel Core i5-1035G1/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,SSD,Integrated,15.6,No,666.44,Intel,Core i5,0,1,0,83.3,1.3016,Mid-range,Low (<=8GB)
"Acer Extensa 15 EX215-53G-56MT Intel Core i5-1035G1/8GB/256GB SSD/MX330/15.6""",New,Acer,Extensa,Intel Core i5,8,256,SSD,MX 330,15.6,No,689.08,Intel,Core i5,0,1,1,86.14,2.6917,Mid-range,Low (<=8GB)
"Acer Extensa 15 EX215-54-34HR Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,SSD,Integrated,15.6,No,481.6,Intel,Core i3,0,1,0,60.2,1.8812,Budget,Low (<=8GB)
"Acer Extensa 15 EX215-54-50UV Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,SSD,Integrated,15.6,No,541.55,Intel,Core i5,0,1,0,67.69,1.0577,Mid-range,Low (<=8GB)
"Acer TravelMate P2 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,8,512,SSD,Integrated,14.0,No,803.61,Intel,Core i5,0,1,0,100.45,1.5696,Mid-range,Low (<=8GB)
"Acer TravelMate P2 P214-53-593J Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,16,512,SSD,Integrated,14.0,No,709.81,Intel,Core i5,0,1,0,44.36,1.3863,Mid-range,Mid (16GB)
"Acer TravelMate P2 P215-53-54GL Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,512,SSD,Integrated,15.6,No,789.84,Intel,Core i5,0,1,0,98.73,1.5427,Mid-range,Low (<=8GB)
"Acer TravelMate P2 TMP214-52-77KP Intel Core i7-10510U/8GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i7,8,512,SSD,Integrated,14.0,No,714.29,Intel,Core i7,0,1,0,89.29,1.3951,Mid-range,Low (<=8GB)
"Acer TravelMate P2 TMP215-53 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,256,SSD,Integrated,15.6,No,691.97,Intel,Core i5,0,1,0,86.5,2.703,Mid-range,Low (<=8GB)
"Acer TravelMate TMP215-52 Intel Core i3-10110U/8GB/256GB SSD/15.6""",New,Acer,TravelMate,Intel Core i3,8,256,SSD,Integrated,15.6,No,547.19,Intel,Core i3,0,1,0,68.4,2.1375,Mid-range,Low (<=8GB)
"Asus ROG Strix SCAR 17 G733QS-K4016T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,ASUS,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,17.3,No,2052.74,AMD,Ryzen 9,0,0,1,64.15,2.0527,Premium,High (32GB)
Asus TUF Gaming A15 FA507RR AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3070/15.6'' (PT),New,ASUS,TUF,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,No,1454.12,AMD,Ryzen 7,0,1,1,90.88,2.8401,High-end,Mid (16GB)
"Asus VivoBook F515EA-BR283T Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,ASUS,VivoBook,Intel Core i3,8,256,SSD,Integrated,15.6,No,499.0,Intel,Core i3,0,1,0,62.38,1.9492,Budget,Low (<=8GB)
"Asus VivoBook S413FA-EB560T Intel Core i5-10210U/8GB/256GB SSD/14""",New,ASUS,VivoBook,Intel Core i5,8,256,SSD,Integrated,14.0,No,686.45,Intel,Core i5,0,1,0,85.81,2.6814,Mid-range,Low (<=8GB)
"Asus Vivobook S 15 OLED M3502QA-MA103W AMD Ryzen 7 5800H/16GB/512GB SSD/15.6""",New,ASUS,VivoBook,AMD Ryzen 7,16,512,SSD,Integrated,15.6,No,1422.0,AMD,Ryzen 7,0,1,0,88.88,2.7773,High-end,Mid (16GB)
"Asus ZenBook 14 Ultralight UX435EAL-KC096T Intel Evo Core i7-1165G7/16GB/512GB SSD+32GB Intel Optane/14""",New,ASUS,Ultra,Intel Evo Core i7,16,32,SSD,Integrated,14.0,No,1349.0,Intel,Core i7,0,1,0,84.31,42.1562,High-end,Mid (16GB)
"ConceptD 7 Ezel Pro CC715-72P-77J7 Intel Core i7-11800H/32GB/1TB SSD/RTX A3000/15.6"" Táctil",New,Acer,ConceptD,Intel Core i7,32,1000,SSD,RTX A3000,15.6,Yes,2595.0,Intel,Core i7,1,1,1,81.09,2.595,Premium,High (32GB)
"Deep Gaming Nubian 15 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1409.0,Intel,Core i7,0,1,1,44.03,1.409,High-end,High (32GB)
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1334.0,Intel,Core i7,0,1,1,41.69,1.334,High-end,High (32GB)
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/2TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,2000,SSD,RTX 3050,15.6,No,1525.0,Intel,Core i7,0,1,1,47.66,0.7625,Premium,High (32GB)
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,15.6,No,1497.0,Intel,Core i7,0,1,1,23.39,1.497,High-end,Ultra (>32GB)
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/2TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,64,2000,SSD,RTX 3050,15.6,No,1615.0,Intel,Core i7,0,1,1,25.23,0.8075,Premium,Ultra (>32GB)
"Deep Gaming Nubian 17 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/17.3""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,17.3,No,1475.0,Intel,Core i7,0,1,1,46.09,1.475,High-end,High (32GB)
"Deep Gaming Nubian 17 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/17.3""",New,Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,17.3,No,1639.01,Intel,Core i7,0,1,1,25.61,1.639,Premium,Ultra (>32GB)
"Dell Latitude 3320 Intel Core i7-1165G7/8GB/512GB SSD/13.3""",New,Dell,Latitude,Intel Core i7,8,512,SSD,Integrated,13.3,No,1259.59,Intel,Core i7,0,1,0,157.45,2.4601,High-end,Low (<=8GB)
"Dell Latitude 3330 Intel Core i5-1155G7/8GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Integrated,13.3,No,1044.74,Intel,Core i5,0,1,0,130.59,4.081,High-end,Low (<=8GB)
"Dell Latitude 3410 Intel Core i7-10510U/8GB/256GB SSD/14""",New,Dell,Latitude,Intel Core i7,8,256,SSD,Integrated,14.0,No,1177.9,Intel,Core i7,0,1,0,147.24,4.6012,High-end,Low (<=8GB)
"Dell Latitude 3420 Intel Core i5-1135G7/16 GB/512GB SSD/14"" (PT)",New,Dell,Latitude,Intel Core i5,16,512,SSD,Integrated,14.0,No,1237.85,Intel,Core i5,0,1,0,77.37,2.4177,High-end,Mid (16GB)
"Dell Latitude 3420 Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i5,16,512,SSD,Integrated,14.0,No,1091.0,Intel,Core i5,0,1,0,68.19,2.1309,High-end,Mid (16GB)
Dell Latitude 3520 Intel Core i5-1135G7/8GB/256GB SSD/15.6'' (PT),New,Dell,Latitude,Intel Core i5,8,256,SSD,Integrated,15.6,No,915.78,Intel,Core i5,0,1,0,114.47,3.5773,Mid-range,Low (<=8GB)
"Dell Latitude 3520 Intel Core i7-1165G7/16GB/512GB SSD/15.6"" (PT)",New,Dell,Latitude,Intel Core i7,16,512,SSD,Integrated,15.6,No,1383.44,Intel,Core i7,0,1,0,86.46,2.702,High-end,Mid (16GB)
"Dell Latitude 5320 Intel Core i5-1135G7/8 GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Integrated,13.3,No,1231.71,Intel,Core i5,0,1,0,153.96,4.8114,High-end,Low (<=8GB)
"Dell Latitude 5330 Intel Core i5-1235U/8GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Integrated,13.3,No,1007.0,Intel,Core i5,0,1,0,125.88,3.9336,High-end,Low (<=8GB)
"Dell Latitude 5520 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Integrated,15.6,No,2450.71,Intel,Core i5,0,1,0,306.34,9.5731,Premium,Low (<=8GB)
"Dell Latitude 5530 Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Integrated,15.6,No,1040.55,Intel,Core i5,0,1,0,130.07,4.0646,High-end,Low (<=8GB)
"Dell Latitude 5540 Intel Core i5-1335U/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Integrated,15.6,No,1307.01,Intel,Core i5,0,1,0,163.38,5.1055,High-end,Low (<=8GB)
"Dell Latitude 7430 Intel Core i5-1235U/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i5,16,512,SSD,Integrated,14.0,No,1463.4,Intel,Core i5,0,1,0,91.46,2.8582,High-end,Mid (16GB)
"Dell Latitude 7430 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i7,16,512,SSD,Integrated,14.0,No,1637.09,Intel,Core i7,0,1,0,102.32,3.1974,Premium,Mid (16GB)
"Dell Latitude 7520 Intel Core i7-1185G7/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i7,16,512,SSD,Integrated,15.6,No,2033.25,Intel,Core i7,0,1,0,127.08,3.9712,Premium,Mid (16GB)
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,16,512,SSD,Integrated,15.6,No,1365.1,Intel,Core i5,0,1,0,85.32,2.6662,High-end,Mid (16GB)
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6"" (PT)",New,Dell,Latitude,Intel Core i5,16,512,SSD,Integrated,15.6,No,1675.2,Intel,Core i5,0,1,0,104.7,3.2719,Premium,Mid (16GB)
"Dell Latitude 7530 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i7,16,512,SSD,Integrated,15.6,No,1715.18,Intel,Core i7,0,1,0,107.2,3.35,Premium,Mid (16GB)
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,Dell,Precision,Intel Core i5,8,256,SSD,Integrated,15.6,No,1190.0,Intel,Core i5,0,1,0,148.75,4.6484,High-end,Low (<=8GB)
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/512GB SSD/Quadro T500/15.6""",New,Dell,Precision,Intel Core i5,8,512,SSD,T 500,15.6,No,1848.46,Intel,Core i5,0,1,1,231.06,3.6103,Premium,Low (<=8GB)
"Dell Precision 5470 Intel Core i7-12800H/16GB/512GB SSD/RTX A1000/14""",New,Dell,Precision,Intel Core i7,16,512,SSD,RTX A1000,14.0,No,3469.0,Intel,Core i7,0,1,1,216.81,6.7754,Premium,Mid (16GB)
"Dell Precision 5770 Intel Core i7-12700H/16GB/512GB SSD/RTX A2000/17"" Táctil",New,Dell,Precision,Intel Core i7,16,512,SSD,RTX A2000,17.0,Yes,3936.0,Intel,Core i7,1,1,1,246.0,7.6875,Premium,Mid (16GB)
"Dell Vostro 3400 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,512,SSD,Integrated,14.0,No,926.63,Intel,Core i5,0,1,0,115.83,1.8098,Mid-range,Low (<=8GB)
"Dell Vostro 3420 Intel Core i5-1135G7/8 GB/256GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,256,SSD,Integrated,14.0,No,717.0,Intel,Core i5,0,1,0,89.62,2.8008,Mid-range,Low (<=8GB)
"Dell Vostro 3500 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,8,256,SSD,Integrated,15.6,No,930.16,Intel,Core i3,0,1,0,116.27,3.6334,Mid-range,Low (<=8GB)
"Dell Vostro 3501 Intel Core i3-1005G1/4 GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,4,256,SSD,Integrated,15.6,No,600.68,Intel,Core i3,0,1,0,150.17,2.3464,Mid-range,Low (<=8GB)
"Dell Vostro 3501 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,8,256,SSD,Integrated,15.6,No,688.88,Intel,Core i3,0,1,0,86.11,2.6909,Mid-range,Low (<=8GB)
"Dell Vostro 3510 Intel Core i5-1035G1/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,8,256,SSD,Integrated,15.6,No,1289.17,Intel,Core i5,0,1,0,161.15,5.0358,High-end,Low (<=8GB)
"Dell Vostro 5320 Intel Evo Core i5-1240P/8GB/256GB SSD/13.3""",New,Dell,Vostro,Intel Evo Core i5,8,256,SSD,Integrated,13.3,No,919.0,Intel,Core i5,0,1,0,114.88,3.5898,Mid-range,Low (<=8GB)
"Dell Vostro 5510 Intel Core i5-11300H/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,8,256,SSD,Integrated,15.6,No,1091.08,Intel,Core i5,0,1,0,136.38,4.262,High-end,Low (<=8GB)
"Dell Vostro 5515 AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,Dell,Vostro,AMD Ryzen 5,8,256,SSD,Integrated,15.6,No,1895.48,AMD,Ryzen 5,0,1,0,236.94,7.4042,Premium,Low (<=8GB)
"Dell Vostro 5620 Intel Core i5-1240P/8GB/256GB SSD/16""",New,Dell,Vostro,Intel Core i5,8,256,SSD,Integrated,16.0,No,887.87,Intel,Core i5,0,1,0,110.98,3.4682,Mid-range,Low (<=8GB)
Dell XPS 15 9520 Intel Core i7-12700H/16GB RAM/1TB SSD/RTX 3050 Ti/15.6'' (PT),New,Dell,XPS,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,3012.09,Intel,Core i7,0,1,1,188.26,3.0121,Premium,Mid (16GB)
"Dell XPS 15 9520 Intel Core i7-12700H/32GB/1TB SSD/RTX3050 Ti/15.6"" Táctil",Refurbished,Dell,XPS,Intel Core i7,32,1000,SSD,RTX 3050,15.6,Yes,2818.09,Intel,Core i7,1,0,1,88.07,2.8181,Premium,High (32GB)
"Dynabook Portégé X30-F-15T Intel Core i5-8265U/8GB/256GB SSD/13.3""",New,Dynabook Toshiba,Portégé,Intel Core i5,8,256,SSD,Integrated,13.3,No,1369.87,Intel,Core i5,0,1,0,171.23,5.3511,High-end,Low (<=8GB)
"Dynabook Toshiba Portégé X30W-J-10P Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",New,Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,Integrated,13.3,Yes,1323.11,Intel,Core i5,1,1,0,82.69,2.5842,High-end,Mid (16GB)
"Dynabook Toshiba Portégé X30W-J-148 Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",New,Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,Integrated,13.3,Yes,1779.99,Intel,Core i5,1,1,0,111.25,3.4765,Premium,Mid (16GB)
"Dynabook Toshiba Portégé X30W-K-114 Intel Core i5-1240P/16GB/512GB SSD/13.3"" Táctil",New,Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,Integrated,13.3,Yes,1581.0,Intel,Core i5,1,1,0,98.81,3.0879,Premium,Mid (16GB)
"Dynabook Toshiba Satellite Pro A50-F-107 Intel Core i3-8145U/8GB/256GB SSD/15.6""",New,Dynabook Toshiba,Satellite Pro,Intel Core i3,8,256,SSD,Integrated,15.6,No,734.64,Intel,Core i3,0,1,0,91.83,2.8697,Mid-range,Low (<=8GB)
"Dynabook Toshiba Satellite Pro C50-H-10C Intel Core i3-1005G1/8GB/512GB SSD/15.6""",Refurbished,Dynabook Toshiba,Satellite Pro,Intel Core i3,8,512,SSD,Integrated,15.6,No,397.29,Intel,Core i3,0,0,0,49.66,0.776,Budget,Low (<=8GB)
"Dynabook Toshiba Tecra A50-J-13Y Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Dynabook Toshiba,Tecra,Intel Core i5,8,512,SSD,Integrated,15.6,No,1093.01,Intel,Core i5,0,1,0,136.63,2.1348,High-end,Low (<=8GB)
"Gigabyte AERO 15 OLED YD-73ES624SP Intel Core i7-11800H/16GB/1TB SSD/RTX 3080/15.6""",New,Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 3080,15.6,No,2835.19,Intel,Core i7,0,1,1,177.2,2.8352,Premium,Mid (16GB)
"Gigabyte AERO 16 XE5-73PT938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16"" (PT)",New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,16.0,No,2317.0,Intel,Core i7,0,1,1,144.81,1.1585,Premium,Mid (16GB)
"Gigabyte AERO 17 XE5-73PT738HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/17.3"" (PT)",New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,17.3,No,2228.59,Intel,Core i7,0,1,1,139.29,1.1143,Premium,Mid (16GB)
"Gigabyte AORUS 15 XE4-73ESB14SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",New,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2299.0,Intel,Core i7,0,1,1,143.69,2.299,Premium,Mid (16GB)
"Gigabyte AORUS 15X ASF-83ES654SH Intel Core i7-13700HX/16GB/1TB SSD/RTX 4070/15.6""",New,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 4070,15.6,No,2511.0,Intel,Core i7,0,1,1,156.94,2.511,Premium,Mid (16GB)
"Gigabyte AORUS 17G KD-72ES325SD Intel Core i7-11800H/16GB/512GB SSD/RTX 3060/17.3""",New,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,1552.82,Intel,Core i7,0,1,1,97.05,3.0329,Premium,Mid (16GB)
"Gigabyte AORUS 17H BXF-74ES554SH Intel Core i7-13700H/16GB/1TB SSD/RTX 4080/17.3""",New,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 4080,17.3,No,2532.38,Intel,Core i7,0,1,1,158.27,2.5324,Premium,Mid (16GB)
"Gigabyte AORUS 5 SE4-73PT213SH Intel Core i7-12700H/16GB/512GB SSD/RTX 3070Ti/15.6"" (PT)",New,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 3070,15.6,No,1878.04,Intel,Core i7,0,1,1,117.38,3.668,Premium,Mid (16GB)
"Gigabyte G7 GD-51PT123SD Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/17.3"" (PT)",New,Gigabyte,G7,Intel Core i5,16,512,SSD,RTX 3050,17.3,No,1376.02,Intel,Core i5,0,1,1,86.0,2.6875,High-end,Mid (16GB)
"Gigabyte U4 UD-50ES823SO Intel Core i5-1155G7/16GB/512GB SSD/14""",Refurbished,Gigabyte,U4,Intel Core i5,16,512,SSD,Integrated,14.0,No,899.0,Intel,Core i5,0,0,0,56.19,1.7559,Mid-range,Mid (16GB)
"HP 15-DW3009NS Intel Core i5-1135G7/8GB/256GB SSD/MX350/15.6""",New,HP,G7,Intel Core i5,8,256,SSD,Integrated,15.6,No,684.93,Intel,Core i5,0,1,0,85.62,2.6755,Mid-range,Low (<=8GB)
"HP 15S-EQ1133NS AMD 3020e/4GB/256GB SSD/15.6""",New,HP,15S,AMD 3020e,4,256,SSD,Integrated,15.6,No,355.01,AMD,Other,0,1,0,88.75,1.3868,Budget,Low (<=8GB)
"HP 15S-EQ1142NS AMD 3020e/4GB/128GB SSD/15.6""",New,HP,15S,AMD 3020e,4,128,SSD,Integrated,15.6,No,367.34,AMD,Other,0,1,0,91.84,2.8698,Budget,Low (<=8GB)
"HP 15S-EQ1157NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Athlon,8,256,SSD,Integrated,15.6,No,459.99,AMD,Athlon,0,1,0,57.5,1.7968,Budget,Low (<=8GB)
"HP 15S-EQ1161NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Athlon,8,256,SSD,Integrated,15.6,No,377.0,AMD,Athlon,0,1,0,47.12,1.4727,Budget,Low (<=8GB)
"HP 15S-EQ2094NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,256,SSD,Integrated,15.6,No,478.45,AMD,Ryzen 5,0,1,0,59.81,1.8689,Budget,Low (<=8GB)
"HP 15S-EQ2098NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,256,SSD,Integrated,15.6,No,581.01,AMD,Ryzen 3,0,1,0,72.63,2.2696,Mid-range,Low (<=8GB)
"HP 15S-EQ2099NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,512,SSD,Integrated,15.6,No,593.11,AMD,Ryzen 3,0,1,0,74.14,1.1584,Mid-range,Low (<=8GB)
"HP 15S-EQ2100NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,512,SSD,Integrated,15.6,No,586.66,AMD,Ryzen 3,0,1,0,73.33,1.1458,Mid-range,Low (<=8GB)
"HP 15S-EQ2102NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,256,SSD,Integrated,15.6,No,594.22,AMD,Ryzen 5,0,1,0,74.28,2.3212,Mid-range,Low (<=8GB)
"HP 15S-EQ2103NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,709.65,AMD,Ryzen 5,0,1,0,88.71,1.386,Mid-range,Low (<=8GB)
"HP 15S-EQ2104NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,554.0,AMD,Ryzen 5,0,1,0,69.25,1.082,Mid-range,Low (<=8GB)
"HP 15S-EQ2105NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,12,512,SSD,Integrated,15.6,No,716.14,AMD,Ryzen 7,0,1,0,59.68,1.3987,Mid-range,Mid (16GB)
"HP 15S-EQ2106NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,12,512,SSD,Integrated,15.6,No,673.37,AMD,Ryzen 7,0,1,0,56.11,1.3152,Mid-range,Mid (16GB)
"HP 15S-EQ2113NS AMD Ryzen 7 5700U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,8,256,SSD,Integrated,15.6,No,600.57,AMD,Ryzen 7,0,1,0,75.07,2.346,Mid-range,Low (<=8GB)
"HP 15S-EQ2114NS AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,8,512,SSD,Integrated,15.6,No,614.0,AMD,Ryzen 7,0,1,0,76.75,1.1992,Mid-range,Low (<=8GB)
"HP 15S-EQ2125NS AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,8,512,SSD,Integrated,15.6,No,601.33,AMD,Ryzen 7,0,1,0,75.17,1.1745,Mid-range,Low (<=8GB)
"HP 15S-EQ2130NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,652.92,AMD,Ryzen 5,0,1,0,81.61,1.2752,Mid-range,Low (<=8GB)
"HP 15S-EQ2134NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,538.98,AMD,Ryzen 5,0,1,0,67.37,1.0527,Mid-range,Low (<=8GB)
