Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price,cpu_brand,cpu_series,touch,is_new,has_discrete_gpu,price_per_ram_gb,price_per_storage_gb,price_tier,ram_tier
"ASUS VivoBook F1500EA-EJ2384W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,ASUS,VivoBook,Intel Core i3,8,256,SSD,Integrated,15.6,No,539.01,Intel,Core i3,0,1,0,67.38,2.1055,Mid-range,Low (<=8GB)
"HP 15S-fq2159ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i3,8,256,SSD,Integrated,15.6,No,539.0,Intel,Core i3,0,1,0,67.38,2.1055,Mid-range,Low (<=8GB)
"MSI Vector GP77 13VF-022XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/17.3""",New,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 4060,17.3,No,2249.0,Intel,Core i7,0,1,1,70.28,2.249,Premium,High (32GB)
"ASUS VivoBook Pro 15 OLED M6500QC-L1010W AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050/15.6""",New,ASUS,VivoBook,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,1299.01,AMD,Ryzen 7,0,1,1,81.19,2.5371,High-end,Mid (16GB)
"ASUS ROG Strix G15 G513RC-HF094 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX3050/15.6""",New,ASUS,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,1139.01,AMD,Ryzen 7,0,1,1,71.19,2.2246,High-end,Mid (16GB)
"ASUS Chromebook CX1500CNA-EJ0100 Intel Celeron N3350/8GB/64GB eMMC/15.6""",New,ASUS,Chromebook,Intel Celeron,8,64,eMMC,Integrated,15.6,No,399.0,Intel,Celeron,0,1,0,49.88,6.2344,Budget,Low (<=8GB)
"HP 15S-fq5101ns Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,16,512,SSD,Integrated,15.6,No,789.0,Intel,Core i7,0,1,0,49.31,1.541,Mid-range,Mid (16GB)
"HP 15S-EQ2090NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,599.01,AMD,Ryzen 5,0,1,0,74.88,1.1699,Mid-range,Low (<=8GB)
HP Omen 16-b1022ns Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/16.1'',New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,16.1,No,1699.0,Intel,Core i7,0,1,1,53.09,1.699,Premium,High (32GB)
"ASUS VivoBook 15 F1502ZA-EJ733 Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,ASUS,VivoBook,Intel Core i5,8,512,SSD,Integrated,15.6,No,609.0,Intel,Core i5,0,1,0,76.12,1.1895,Mid-range,Low (<=8GB)
"Asus ZenBook 13 OLED UX325EA-KG245 Intel Core i7-1165G7/16GB/512GB SSD/13.3""",New,ASUS,ZenBook,Intel Core i7,16,512,SSD,Integrated,13.3,No,1089.0,Intel,Core i7,0,1,0,68.06,2.127,High-end,Mid (16GB)
HP Victus 16-d1033ns Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/16.1'',New,HP,Victus,Intel Core i7,16,512,SSD,RTX 3060,16.1,No,1399.0,Intel,Core i7,0,1,1,87.44,2.7324,High-end,Mid (16GB)
"HP 15S-fq5055ns Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,16,512,SSD,Integrated,15.6,No,899.01,Intel,Core i7,0,1,0,56.19,1.7559,Mid-range,Mid (16GB)
"HP 15S-eq2087ns AMD Ryzen 5 5500U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,12,512,SSD,Integrated,15.6,No,549.0,AMD,Ryzen 5,0,1,0,45.75,1.0723,Mid-range,Mid (16GB)
"Lenovo IdeaPad Gaming 3 15IHU6 Intel Core i5-11320H/16GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,929.0,Intel,Core i5,0,1,1,58.06,1.8145,Mid-range,Mid (16GB)
"MSI Creator M16 B13VE-682XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,No,1899.01,Intel,Core i7,0,1,1,59.34,1.899,Premium,High (32GB)
"Lenovo IdeaPad 1 15ALC7 AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,Integrated,15.6,No,829.0,AMD,Ryzen 7,0,1,0,51.81,1.6191,Mid-range,Mid (16GB)
"HP 15S-fq2158ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i3,8,256,SSD,Integrated,15.6,No,449.0,Intel,Core i3,0,1,0,56.12,1.7539,Budget,Low (<=8GB)
"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Gris Espacial",New,Apple,MacBook Air,Apple M1,8,256,SSD,Integrated,13.3,No,1219.0,Apple,Apple M,0,1,0,152.38,4.7617,High-end,Low (<=8GB)
"Lenovo ThinkBook 14 Intel Core i5-1135G7/8GB/256GB SSD/14""",New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,Integrated,14.0,No,699.0,Intel,Core i5,0,1,0,87.38,2.7305,Mid-range,Low (<=8GB)
"ASUS TUF Gaming A15 2023 FA507NV-LP041 AMD Ryzen 7 7735HS/16GB/1TB SSD/RTX 4060/15.6""",New,ASUS,TUF,AMD Ryzen 7,16,1000,SSD,RTX 4060,15.6,No,1349.0,AMD,Ryzen 7,0,1,1,84.31,1.349,High-end,Mid (16GB)
"MSI Katana 15 B12VGK-094XES Intel Core i7-12650H/16GB/1TB SSD/RTX 4070/15.6""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4070,15.6,No,1699.0,Intel,Core i7,0,1,1,106.19,1.699,Premium,Mid (16GB)
"ASUS M515UA-EJ522W AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,ASUS,M515UA,AMD Ryzen 5,8,512,SSD,Integrated,15.6,No,699.0,AMD,Ryzen 5,0,1,0,87.38,1.3652,Mid-range,Low (<=8GB)
"HP Victus 16-e0101ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/16.1""",New,HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3060,16.1,No,1299.01,AMD,Ryzen 7,0,1,1,81.19,2.5371,High-end,Mid (16GB)
"HP 250 G9 Intel Celeron N4500/8 GB/256GB SSD/15.6""",New,HP,250,Intel Celeron,8,256,SSD,Integrated,15.6,No,399.0,Intel,Celeron,0,1,0,49.88,1.5586,Budget,Low (<=8GB)
"HP OMEN 16-C0042NS AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050 Ti/16.1""",New,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,1149.0,AMD,Ryzen 7,0,1,1,71.81,2.2441,High-end,Mid (16GB)
"MSI Modern 15 B7M-041XES AMD Ryzen 5 7530U/16GB/512GB SSD/15.6""",New,MSI,Modern,AMD Ryzen 5,16,512,SSD,Integrated,15.6,No,839.0,AMD,Ryzen 5,0,1,0,52.44,1.6387,Mid-range,Mid (16GB)
"HP 255 G9 AMD Athlon 3020e/8GB/512GB SSD/15.6""",New,HP,255,AMD Athlon,8,512,SSD,Integrated,15.6,No,379.0,AMD,Athlon,0,1,0,47.38,0.7402,Budget,Low (<=8GB)
"ASUS VivoBook 15 F1500EA-EJ3022 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,ASUS,VivoBook,Intel Core i7,16,512,SSD,Integrated,15.6,No,809.01,Intel,Core i7,0,1,0,50.56,1.5801,Mid-range,Mid (16GB)
"Lenovo V15 G2 ITL Intel Core i5-1135G7/8 GB/512 GB SSD/15.6""",New,Lenovo,V15,Intel Core i5,8,512,SSD,Integrated,15.6,No,779.0,Intel,Core i5,0,1,0,97.38,1.5215,Mid-range,Low (<=8GB)
"ASUS VivoBook 15 F1500EA-EJ3023 Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,ASUS,VivoBook,Intel Core i7,8,512,SSD,Integrated,15.6,No,749.0,Intel,Core i7,0,1,0,93.62,1.4629,Mid-range,Low (<=8GB)
"MSI Thin GF63 12VE-009XES Intel Core i5-12450H/16GB/512GB SSD/RTX 4050/15.6""",New,MSI,Thin,Intel Core i5,16,512,SSD,RTX 4050,15.6,No,1099.0,Intel,Core i5,0,1,1,68.69,2.1465,High-end,Mid (16GB)
"MSI Modern 15 B13M-281XES Intel Core i7-1355U/16GB/1TB SSD/15.6""",New,MSI,Modern,Intel Core i7,16,1000,SSD,Integrated,15.6,No,999.0,Intel,Core i7,0,1,0,62.44,0.999,Mid-range,Mid (16GB)
"HP 15S-eq2088ns AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,16,512,SSD,Integrated,15.6,No,649.01,AMD,Ryzen 7,0,1,0,40.56,1.2676,Mid-range,Mid (16GB)
"MSI Vector GP77 13VG-021XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/17.3""",New,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 4070,17.3,No,2499.0,Intel,Core i7,0,1,1,78.09,2.499,Premium,High (32GB)
"ASUS VivoBook 15 F1500EA-EJ3067W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,ASUS,VivoBook,Intel Core i7,8,512,SSD,Integrated,15.6,No,859.0,Intel,Core i7,0,1,0,107.38,1.6777,Mid-range,Low (<=8GB)
"MSI Creator M16 B12UDX-809XES Intel Core i7-12650H/32GB/1TB SSD/RTX 3050/16""",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3050,16.0,No,1499.01,Intel,Core i7,0,1,1,46.84,1.499,High-end,High (32GB)
"Apple Macbook Pro Apple M2/8GB/256GB SSD/GPU Deca Core/13.3"" Plata",New,Apple,MacBook Pro,Apple M2,8,256,SSD,Integrated,13.3,No,1599.0,Apple,Apple M,0,1,0,199.88,6.2461,Premium,Low (<=8GB)
"ASUS TUF Gaming A15 2023 FA507XI-LP024 AMD Ryzen 9 7940HS/32GB/512GB SSD/RTX 4070/15.6""",New,ASUS,TUF,AMD Ryzen 9,32,512,SSD,RTX 4070,15.6,No,1699.01,AMD,Ryzen 9,0,1,1,53.09,3.3184,Premium,High (32GB)
"MSI Katana 15 B13VFK-031XES Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/15.6""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,1699.0,Intel,Core i7,0,1,1,106.19,1.699,Premium,Mid (16GB)
"HP Victus 16-d1021ns Intel Core i7-12700H/16GB/512GB SSD/RTX 3050Ti/16.1""",New,HP,Victus,Intel Core i7,16,512,SSD,RTX 3050,16.1,No,1199.0,Intel,Core i7,0,1,1,74.94,2.3418,High-end,Mid (16GB)
"MSI Modern 14 C13M-426XES Intel Core i7-1355U/16GB/1TB SSD/14""",New,MSI,Modern,Intel Core i7,16,1000,SSD,Integrated,14.0,No,999.0,Intel,Core i7,0,1,0,62.44,0.999,Mid-range,Mid (16GB)
"MSI Modern 15 B12M-430XES Intel Core i3-1215U/8GB/256GB SSD/15.6""",New,MSI,Modern,Intel Core i3,8,256,SSD,Integrated,15.6,No,499.0,Intel,Core i3,0,1,0,62.38,1.9492,Budget,Low (<=8GB)
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,Integrated,15.6,No,499.0,AMD,Ryzen 3,0,1,0,62.38,1.9492,Budget,Low (<=8GB)
"MSI Prestige 14H B12UCX-414XES Intel Core i5-12450H/16GB/512GB SSD/RTX 2050/14""",New,MSI,Prestige,Intel Core i5,16,512,SSD,RTX 2050,14.0,No,999.0,Intel,Core i5,0,1,1,62.44,1.9512,Mid-range,Mid (16GB)
"Lenovo IdeaPad 3 15ITL6 Intel Core i7-1165G7/16GB/512 GB SSD/15.6""",New,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,Integrated,15.6,No,749.0,Intel,Core i7,0,1,0,46.81,1.4629,Mid-range,Mid (16GB)
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/8 GB/256GB SSD/15.6"" Gris",New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,Integrated,15.6,No,879.0,Intel,Core i5,0,1,0,109.88,3.4336,Mid-range,Low (<=8GB)
